REPORTER,PARTNER,PRODUCT,FLOW,STAT_PROCEDURE,PERIOD,VALUE_IN_EUR
"Cyprus","Armenia","Total","EXPORT","Total","Dec. 2023",18404
"Luxembourg","Armenia","Total","EXPORT","Total","Dec. 2023",131836
"Ireland (Eire)","Armenia","Total","EXPORT","Total","Dec. 2023",174826
"Portugal","Armenia","Total","EXPORT","Total","Dec. 2023",448031
"Romania","Armenia","Total","EXPORT","Total","Dec. 2023",803860
"Denmark","Armenia","Total","EXPORT","Total","Dec. 2023",919699
"Latvia","Armenia","Total","EXPORT","Total","Dec. 2023",1006765
"Croatia","Armenia","Total","EXPORT","Total","Dec. 2023",1365719
"Hungary","Armenia","Total","EXPORT","Total","Dec. 2023",1862353
"Sweden","Armenia","Total","EXPORT","Total","Dec. 2023",1870059
"Greece","Armenia","Total","EXPORT","Total","Dec. 2023",2258494
"Slovenia","Armenia","Total","EXPORT","Total","Dec. 2023",2362400
"Austria","Armenia","Total","EXPORT","Total","Dec. 2023",2749677
"Spain (incl. Canary Islands 'XB' from 1997)","Armenia","Total","EXPORT","Total","Dec. 2023",3390379
"Lithuania","Armenia","Total","EXPORT","Total","Dec. 2023",3411054
"Finland","Armenia","Total","EXPORT","Total","Dec. 2023",3823542
"Estonia","Armenia","Total","EXPORT","Total","Dec. 2023",3843541
"Slovakia","Armenia","Total","EXPORT","Total","Dec. 2023",3879371
"Bulgaria","Armenia","Total","EXPORT","Total","Dec. 2023",4941387
"Belgium (incl. Luxembourg 'LU' -> 1998)","Armenia","Total","EXPORT","Total","Dec. 2023",6675613
"Czechia","Armenia","Total","EXPORT","Total","Dec. 2023",11442254
"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Armenia","Total","EXPORT","Total","Dec. 2023",11933724
"Poland","Armenia","Total","EXPORT","Total","Dec. 2023",12163309
"Netherlands","Armenia","Total","EXPORT","Total","Dec. 2023",13216484
"Italy (incl. San Marino 'SM' -> 1993)","Armenia","Total","EXPORT","Total","Dec. 2023",27961235
"Germany (incl. German Democratic Republic 'DD' from 1991)","Armenia","Total","EXPORT","Total","Dec. 2023",31809879
"Euro area (AT-01/1999, BE-01/1999, CY-01/2008, DE-01/1999, EE-01/2011, ES-01/1999, FI-01/1999, FR-01/1999, GR-01/2001, HR-01/2023, IE-01/1999, IT-01/1999, LT-01/2015, LU-01/1999, LV-01/2014, MT-01/2008, NL-01/1999, PT-01/1999, SI-01/2007, SK-01/2009)","Armenia","Total","EXPORT","Total","Dec. 2023",120460974
"Euro area - 20 countries (AT, BE, CY, DE, EE, ES, FI, FR, GR, HR, IE, IT, LT, LU, LV, MT, NL, PT, SI, SK)","Armenia","Total","EXPORT","Total","Dec. 2023",120460974
"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)","Armenia","Total","EXPORT","Total","Dec. 2023",154463895
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Armenia","Total","EXPORT","Total","Dec. 2023",154463895
