REPORTER,PARTNER,PRODUCT,FLOW,STAT_PROCEDURE,PERIOD,VALUE_IN_EUR
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Bouvet Island","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",9360
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Niue","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",64462
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Heard Island and McDonald Islands","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",137709
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Christmas Island","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",331392
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Western Sahara","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",339506
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Tuvalu","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",395641
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Nauru","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",396092
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Cocos Islands (or Keeling Islands)","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",436512
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Norfolk Island","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",507427
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","South Georgia and South Sandwich Islands","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",697172
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Montserrat","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",747473
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Micronesia, Federated States of","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",1023018
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Palau","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",1115600
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Saint Helena, Ascension and Tristan da Cunha","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",1148404
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Pitcairn","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",1232160
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Tonga","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",2144470
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Tokelau","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",2427093
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","American Samoa","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",2531663
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Kiribati (incl. Solomon Islands 'SB', Tuvalu 'TV' -> 1979; incl. Pitcairn 'PN' -> 1980)","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",3239365
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Korea, Democratic People’s Republic of (North Korea)","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",4548821
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Anguilla","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",5600951
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","British Indian Ocean Territory","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",6338560
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Northern Mariana Islands","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",6848892
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Samoa","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",7507748
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Vanuatu","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",10286058
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Lesotho","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",13009519
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Timor-Leste","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",13462507
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Falkland Islands (Malvinas)","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",15040360
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Solomon Islands","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",16340427
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","French Southern Territories","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",18464581
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Holy See (Vatican City State)","TOTAL-Total","2-EXPORT","T-Total","201952-Jan.-Dec. 2019",19225601
