REPORTER,PARTNER,PRODUCT,FLOW,STAT_PROCEDURE,PERIOD,VALUE_IN_EUR
"Malta","Georgia","Total","EXPORT","Total","Mar. 2023",24678
"Cyprus","Georgia","Total","EXPORT","Total","Mar. 2023",109252
"Luxembourg","Georgia","Total","EXPORT","Total","Mar. 2023",116642
"Estonia","Georgia","Total","EXPORT","Total","Mar. 2023",965928
"Croatia","Georgia","Total","EXPORT","Total","Mar. 2023",1198772
"Portugal","Georgia","Total","EXPORT","Total","Mar. 2023",1811344
"Sweden","Georgia","Total","EXPORT","Total","Mar. 2023",2359588
"Ireland (Eire)","Georgia","Total","EXPORT","Total","Mar. 2023",3085564
"Finland","Georgia","Total","EXPORT","Total","Mar. 2023",3132198
"Slovenia","Georgia","Total","EXPORT","Total","Mar. 2023",3241044
"Denmark","Georgia","Total","EXPORT","Total","Mar. 2023",4316994
"Slovakia","Georgia","Total","EXPORT","Total","Mar. 2023",4428551
"Austria","Georgia","Total","EXPORT","Total","Mar. 2023",6391612
"Hungary","Georgia","Total","EXPORT","Total","Mar. 2023",8441181
"Latvia","Georgia","Total","EXPORT","Total","Mar. 2023",8808394
"Greece","Georgia","Total","EXPORT","Total","Mar. 2023",11046427
"Belgium (incl. Luxembourg 'LU' -> 1998)","Georgia","Total","EXPORT","Total","Mar. 2023",12881839
"Lithuania","Georgia","Total","EXPORT","Total","Mar. 2023",13193968
"Spain (incl. Canary Islands 'XB' from 1997)","Georgia","Total","EXPORT","Total","Mar. 2023",14697812
"Bulgaria","Georgia","Total","EXPORT","Total","Mar. 2023",17232933
"Czechia","Georgia","Total","EXPORT","Total","Mar. 2023",19844215
"Poland","Georgia","Total","EXPORT","Total","Mar. 2023",23381779
"Romania","Georgia","Total","EXPORT","Total","Mar. 2023",24045705
"Netherlands","Georgia","Total","EXPORT","Total","Mar. 2023",25785670
"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Georgia","Total","EXPORT","Total","Mar. 2023",27683723
"Italy (incl. San Marino 'SM' -> 1993)","Georgia","Total","EXPORT","Total","Mar. 2023",38754697
"Germany (incl. German Democratic Republic 'DD' from 1991)","Georgia","Total","EXPORT","Total","Mar. 2023",75589455
"Euro area (AT-01/1999, BE-01/1999, CY-01/2008, DE-01/1999, EE-01/2011, ES-01/1999, FI-01/1999, FR-01/1999, GR-01/2001, HR-01/2023, IE-01/1999, IT-01/1999, LT-01/2015, LU-01/1999, LV-01/2014, MT-01/2008, NL-01/1999, PT-01/1999, SI-01/2007, SK-01/2009)","Georgia","Total","EXPORT","Total","Mar. 2023",252947570
"Euro area - 20 countries (AT, BE, CY, DE, EE, ES, FI, FR, GR, HR, IE, IT, LT, LU, LV, MT, NL, PT, SI, SK)","Georgia","Total","EXPORT","Total","Mar. 2023",252947570
"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)","Georgia","Total","EXPORT","Total","Mar. 2023",352569965
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Georgia","Total","EXPORT","Total","Mar. 2023",352569965
