REPORTER,PARTNER,PRODUCT,FLOW,STAT_PROCEDURE,PERIOD,VALUE_IN_EUR
"Cyprus","Kyrgyzstan","Total","EXPORT","Total","May. 2023",778
"Croatia","Kyrgyzstan","Total","EXPORT","Total","May. 2023",6000
"Portugal","Kyrgyzstan","Total","EXPORT","Total","May. 2023",75864
"Ireland (Eire)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",420490
"Luxembourg","Kyrgyzstan","Total","EXPORT","Total","May. 2023",761815
"Slovenia","Kyrgyzstan","Total","EXPORT","Total","May. 2023",814739
"Slovakia","Kyrgyzstan","Total","EXPORT","Total","May. 2023",828522
"Sweden","Kyrgyzstan","Total","EXPORT","Total","May. 2023",930998
"Greece","Kyrgyzstan","Total","EXPORT","Total","May. 2023",1045488
"Romania","Kyrgyzstan","Total","EXPORT","Total","May. 2023",1289724
"Denmark","Kyrgyzstan","Total","EXPORT","Total","May. 2023",1395726
"Bulgaria","Kyrgyzstan","Total","EXPORT","Total","May. 2023",1415066
"Hungary","Kyrgyzstan","Total","EXPORT","Total","May. 2023",1623521
"Spain (incl. Canary Islands 'XB' from 1997)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",2412556
"Austria","Kyrgyzstan","Total","EXPORT","Total","May. 2023",2756724
"Belgium (incl. Luxembourg 'LU' -> 1998)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",2782211
"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",4402512
"Netherlands","Kyrgyzstan","Total","EXPORT","Total","May. 2023",7990081
"Estonia","Kyrgyzstan","Total","EXPORT","Total","May. 2023",9174574
"Czechia","Kyrgyzstan","Total","EXPORT","Total","May. 2023",9638513
"Finland","Kyrgyzstan","Total","EXPORT","Total","May. 2023",12209587
"Italy (incl. San Marino 'SM' -> 1993)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",12993374
"Latvia","Kyrgyzstan","Total","EXPORT","Total","May. 2023",14393197
"Poland","Kyrgyzstan","Total","EXPORT","Total","May. 2023",43320310
"Lithuania","Kyrgyzstan","Total","EXPORT","Total","May. 2023",47862667
"Germany (incl. German Democratic Republic 'DD' from 1991)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",67969149
"Euro area (AT-01/1999, BE-01/1999, CY-01/2008, DE-01/1999, EE-01/2011, ES-01/1999, FI-01/1999, FR-01/1999, GR-01/2001, HR-01/2023, IE-01/1999, IT-01/1999, LT-01/2015, LU-01/1999, LV-01/2014, MT-01/2008, NL-01/1999, PT-01/1999, SI-01/2007, SK-01/2009)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",188900328
"Euro area - 20 countries (AT, BE, CY, DE, EE, ES, FI, FR, GR, HR, IE, IT, LT, LU, LV, MT, NL, PT, SI, SK)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",188900328
"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",248514186
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Kyrgyzstan","Total","EXPORT","Total","May. 2023",248514186
