REPORTER,PARTNER,PRODUCT,FLOW,STAT_PROCEDURE,PERIOD,VALUE_IN_EUR
"Ireland (Eire)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",192
"Luxembourg","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",575
"Portugal","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",1797
"Greece","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",35544
"Croatia","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",62136
"Denmark","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",117710
"Slovakia","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",122829
"Finland","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",126963
"Austria","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",225969
"Bulgaria","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",272874
"Romania","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",348133
"Spain (incl. Canary Islands 'XB' from 1997)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",404867
"Sweden","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",525222
"Hungary","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",647871
"Belgium (incl. Luxembourg 'LU' -> 1998)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",694974
"Czechia","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",724741
"Latvia","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",769169
"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",1031561
"Italy (incl. San Marino 'SM' -> 1993)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",1261596
"Netherlands","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",1531718
"Poland","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",1651842
"Slovenia","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",2029026
"Lithuania","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",3310043
"Germany (incl. German Democratic Republic 'DD' from 1991)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",4473325
"Euro area (AT-01/1999, BE-01/1999, CY-01/2008, DE-01/1999, EE-01/2011, ES-01/1999, FI-01/1999, FR-01/1999, GR-01/2001, HR-01/2023, IE-01/1999, IT-01/1999, LT-01/2015, LU-01/1999, LV-01/2014, MT-01/2008, NL-01/1999, PT-01/1999, SI-01/2007, SK-01/2009)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",16020148
"Euro area - 20 countries (AT, BE, CY, DE, EE, ES, FI, FR, GR, HR, IE, IT, LT, LU, LV, MT, NL, PT, SI, SK)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",16082284
"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",20370677
"European Union - 27 countries (AT, BE, BG, CY, CZ, DE, DK, EE, ES, FI, FR, GR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK)","Kyrgyzstan","Total","EXPORT","Total","Dec. 2021",20370677
